Record Type;PO Number;PO Number2;PO Number1;Chg;Com;Type;Conf;Order Date;Buyer;Account Number;Supplier;Curr;Item;Commodity Code;Description;Qty;Un;Order Value;Amount Invoiced;;WBS Code;Contract;Remarks
ttOrder;3093/M00072;3093/M00072;;;;;;;;;Tradeline Site Solutions;;26;MATS-001;Sunscreen 2.5L Pump Pack SPF50+;5;EA;357.3;357.3;;N002101;;
ttOrder;3093/M00072;3093/M00072;;;;;;;;;Tradeline Site Solutions;;27;MATS-001;White Board Eraser;1;EA;14.05;14.05;;N002101;;
ttOrder;3093/M00072;3093/M00072;;;;;;;;;Tradeline Site Solutions;;28;MATS-001;75 litre Plastic Bin with Lid;5;EA;171.36;171.36;;N002101;;
ttOrder;3093/M00072;3093/M00072;;;;;;;;;Tradeline Site Solutions;;29;MATS-001;1000ml Spray Bottle (EMPTY);5;EA;18.86;18.86;;N002101;;
ttOrder;3093/M00072;3093/M00072;;;;;;;;;Tradeline Site Solutions;;30;MATS-001;1000ml Spray Bottle Trigger;5;EA;20.62;20.62;;N002101;;
ttOrder;3093/M00072;3093/M00072;;;;;;;;;Tradeline Site Solutions;;31;MATS-001;Delivery - Regional;1;EA;32.9;32.9;;N002101;;
ttOrder;3093/M00073;3093/M00073;3093/M00073;;Y;N;Y;13/09/2023;cmacdonald;EUR006;Europcar VIC;AUD;1;MATS-001;Rental car;645.26;EA;645.26;645.26;;N002110;3093;Order Complete
ttOrder;3093/M00074;3093/M00074;3093/M00074;;Y;N;Y;13/09/2023;cmacdonald;THE078;THE TRUSTEE FOR BEVELUCK NO 2;AUD;1;MATS-001;coffee machine + cleaner;726.36;EA;726.36;726.36;;N002102;3093;Order Complete
ttOrder;3093/M00075;3093/M00075;3093/M00075;V001;Y;N;Y;07/10/2023;bstormon;THE079;The Trustee for WIEDMAN FAMIL;AUD;1;MATS-001;Travel to site and install AC;1;EA;2581.82;2581.82;;N008003;3093;Order Complete
ttOrder;3093/M00075;3093/M00075;;;;;;;;;The Trustee for WIEDMAN FAMIL;;2;MATS-001;Travel to site and inspect site  supply &;1;EA;8500;8500;;N008003;;
ttOrder;3093/M00076;3093/M00076;3093/M00076;;Y;N;Y;13/09/2023;bstormon;RET003;Retracom Holdings Pty Ltd;AUD;1;MATS-001;Ablution Block 4.8x3.1 1F-3M+URINAL PROVISIONAL SUM ONLY;1;EA;0;0;;PPPPWIP;3093;Order Complete
ttOrder;3093/M00076;3093/M00076;;;;;;;;;Retracom Holdings Pty Ltd;;2;MATS-001;Waste Tank 6x2.4 / 4500L PROVISIONAL SUM ONLY;1;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00076;3093/M00076;;;;;;;;;Retracom Holdings Pty Ltd;;3;MATS-001;Landing (Step) 1.2x1.2;2;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00076;3093/M00076;;;;;;;;;Retracom Holdings Pty Ltd;;4;MATS-001;Cleaning Fee (End of Rental) PROVISIONAL SUM ONLY;1;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00076;3093/M00076;;;;;;;;;Retracom Holdings Pty Ltd;;5;MATS-001;Cleaning Fee (End of Rental) WASTE TANK CLEAN PROVISIONAL SUM ONLY;1;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00076;3093/M00076;;;;;;;;;Retracom Holdings Pty Ltd;;6;MATS-001;Ablution Tank Pump Out (EACH CALL OUT);1;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00076;3093/M00076;;;;;;;;;Retracom Holdings Pty Ltd;;7;MATS-001;Pickup Charge PROVISIONAL SUM ONLY;1;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00076;3093/M00076;;;;;;;;;Retracom Holdings Pty Ltd;;8;MATS-001;Delivery Charge PROVISIONAL SUM ONLY;1;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00077;3093/M00077;3093/M00077;;N;N;Y;13/09/2023;bstormon;RET003;Retracom Holdings Pty Ltd;AUD;;;;0;;0;0;;;3093;
ttOrder;3093/M00078;3093/M00078;3093/M00078;;Y;N;Y;14/09/2023;bstormon;EMM002;Emma Lea Rackley;AUD;1;LABR-001;Weekly Rate for Emma Rackley for Community;28.15;WK;140750;0;;N001020;3093;
ttOrder;3093/M00079;3093/M00079;3093/M00079;;Y;N;Y;14/09/2023;bstormon;JAM002;James Lane;AUD;1;MATS-001;153710AA;6042.73;EA;6042.73;6042.73;;N031001;3093;Order Complete
ttOrder;3093/M00079;3093/M00079;;;;;;;;;James Lane;;2;MATS-001;1537104;846.5;EA;846.5;846.5;;N031001;;
ttOrder;3093/M00080;3093/M00080;3093/M00080;V001;Y;N;Y;05/10/2023;cmacdonald;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;T-top Bollard Top Only;200;EA;2180;2180;;PPPPWIP;3093;Order Complete
ttOrder;3093/M00080;3093/M00080;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;T-top Bollard 8KG Base only;300;EA;4173;4173;;PPPPWIP;;
ttOrder;3093/M00080;3093/M00080;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;Delivery;1;EA;300;300;;PPPPWIP;;
ttOrder;3093/M00081;3093/M00081;3093/M00081;V001;Y;N;Y;21/09/2023;cmacdonald;HAR022;Harvey's Towing (Qld) Pty Ltd;AUD;1;MATS-001;SC82 - Transport Rathdowney to Oakey;1;EA;1136.36;1136.36;;N008003;3093;Order Complete
ttOrder;3093/M00082;3093/M00082;3093/M00082;;N;N;Y;15/09/2023;bstormon;RET003;Retracom Holdings Pty Ltd;AUD;1;MATS-001;Ablution block 4.8x3.1;1;EA;135;0;;PPPPWIP;3093;
ttOrder;3093/M00082;3093/M00082;;;;;;;;;Retracom Holdings Pty Ltd;;2;MATS-001;Waste tank 4500L;1;EA;90;0;;PPPPWIP;;
ttOrder;3093/M00082;3093/M00082;;;;;;;;;Retracom Holdings Pty Ltd;;3;MATS-001;landing (step);2;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00082;3093/M00082;;;;;;;;;Retracom Holdings Pty Ltd;;4;MATS-001;Cleaning fee;1;EA;136;0;;PPPPWIP;;
ttOrder;3093/M00082;3093/M00082;;;;;;;;;Retracom Holdings Pty Ltd;;5;MATS-001;Cleaning fee (wastetank);1;EA;58;0;;PPPPWIP;;
ttOrder;3093/M00082;3093/M00082;;;;;;;;;Retracom Holdings Pty Ltd;;6;MATS-001;Delivery;1;EA;625;0;;PPPPWIP;;
ttOrder;3093/M00082;3093/M00082;;;;;;;;;Retracom Holdings Pty Ltd;;7;MATS-001;Pickup;1;EA;625;0;;PPPPWIP;;
ttOrder;3093/M00083;3093/M00083;3093/M00083;;Y;N;Y;15/09/2023;bstormon;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;1200 x 1800mm Coreflute Yellow Man Cut Out - Hands Down;50;EA;2714.45;2714.45;;PPPPWIP;3093;Order Complete
ttOrder;3093/M00083;3093/M00083;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;Custom Sticker A4 (to suit yellow men) - DANGER Overhead Powerlines ___m;50;EA;140.5;140.5;;PPPPWIP;;
ttOrder;3093/M00083;3093/M00083;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;Safety Sign 1200 x 900mm Coreflute - Georgiou Construction Site (with head protection removed);50;EA;3250;3250;;PPPPWIP;;
ttOrder;3093/M00083;3093/M00083;;;;;;;;;Tradeline Site Solutions;;4;MATS-001;Safety Sign 600 x 450mm - This is a Hard Hat Area - etc;30;EA;618;618;;PPPPWIP;;
ttOrder;3093/M00083;3093/M00083;;;;;;;;;Tradeline Site Solutions;;5;MATS-001;Custom Design Magnet A5 - 3093 – TRC Flood Recovery Program – Site Check-in;20;EA;130;130;;PPPPWIP;;
ttOrder;3093/M00083;3093/M00083;;;;;;;;;Tradeline Site Solutions;;6;MATS-001;Custom Sticker 200 x 200mm - Water Extraction;50;EA;140.5;140.5;;PPPPWIP;;
ttOrder;3093/M00083;3093/M00083;;;;;;;;;Tradeline Site Solutions;;7;MATS-001;Custom Sticker 150 x 75mm - Georgiou 3093 Toowoomba Flood Recovery;100;EA;281;281;;PPPPWIP;;
ttOrder;3093/M00084;3093/M00084;3093/M00084;;N;N;Y;18/09/2023;sdonald;IN2001;In2work Pty Ltd;AUD;;;;0;;0;0;;;3093;
ttOrder;3093/M00085;3093/M00085;3093/M00085;;Y;N;Y;19/09/2023;bstormon;RET003;Retracom Holdings Pty Ltd;AUD;1;MATS-001;Ablution Block 4.8x3.1 1F-3M+URINAL PROVISIONAL SUM ONLY;48;EA;6480;0;;PPPPWIP;3093;
ttOrder;3093/M00085;3093/M00085;;;;;;;;;Retracom Holdings Pty Ltd;;2;MATS-001;Landing (Step) 1.2x1.2;48;EA;0;0;;PPPPWIP;;
ttOrder;3093/M00085;3093/M00085;;;;;;;;;Retracom Holdings Pty Ltd;;3;MATS-001;Cleaning Fee (End of Rental) PROVISIONAL SUM ONLY;1;EA;136;0;;PPPPWIP;;
ttOrder;3093/M00085;3093/M00085;;;;;;;;;Retracom Holdings Pty Ltd;;4;MATS-001;Cleaning Fee (End of Rental) WASTE TANK CLEAN PROVISIONAL SUM ONLY;1;EA;58;0;;PPPPWIP;;
ttOrder;3093/M00085;3093/M00085;;;;;;;;;Retracom Holdings Pty Ltd;;5;MATS-001;Pickup Charge PROVISIONAL SUM ONLY;1;EA;625;0;;PPPPWIP;;
ttOrder;3093/M00085;3093/M00085;;;;;;;;;Retracom Holdings Pty Ltd;;6;MATS-001;Delivery Charge PROVISIONAL SUM ONLY;1;EA;625;0;;PPPPWIP;;
ttOrder;3093/M00086;3093/M00086;3093/M00086;;Y;N;Y;18/09/2023;bstormon;MAST09;Master Hire;AUD;1;MATS-001;#147428-01 - 4 Centrifugal Pump CCP4#011 on;1;DAY;126.45;126.45;;8UPV010;3093;Order Complete
ttOrder;3093/M00086;3093/M00086;;;;;;;;;Master Hire;;2;MATS-001;#147428-01 4 Suction hose PUMPSH4-101 on;1;WK;59.5;59.5;;8UPV010;;
ttOrder;3093/M00086;3093/M00086;;;;;;;;;Master Hire;;3;MATS-001;#147428-01 - 4 Foot Valve PUMP4FV-101 on;1;DAY;29.75;29.75;;8UPV010;;
ttOrder;3093/M00086;3093/M00086;;;;;;;;;Master Hire;;4;MATS-001;#147428-01 - 4 Layflat Hose PUMPDH4-101 on;1;DAY;29.75;29.75;;8UPV010;;
ttOrder;3093/M00086;3093/M00086;;;;;;;;;Master Hire;;5;MATS-001;#147428-01 - 4 Layflat Hose PUMPDH4-101;1;DAY;14.87;14.87;;8UPV010;;
ttOrder;3093/M00087;3093/M00087;3093/M00087;;Y;N;Y;20/09/2023;bstormon;MAST09;Master Hire;AUD;1;MATS-001;#147664-01 6PUMP TRAILER MOUNTED SILENCED;4;WK;4400;0;;CDPV010;3093;
ttOrder;3093/M00087;3093/M00087;;;;;;;;;Master Hire;;2;MATS-001;#147664-01 6SUCTION HOSE - 3m-PUMPSH6-101;4;WK;267.76;0;;CDPV010;;
ttOrder;3093/M00087;3093/M00087;;;;;;;;;Master Hire;;3;MATS-001;#147664-01 6DELIVERY HOSE -;4;WK;267.76;0;;CDPV010;;
ttOrder;3093/M00087;3093/M00087;;;;;;;;;Master Hire;;4;MATS-001;#147664-01 6SUCTION STRAINER - PUMP6ST-101;4;WK;119;0;;CDPV010;;
ttOrder;3093/M00088;3093/M00088;3093/M00088;V001;Y;N;Y;21/09/2023;cmacdonald;THE078;THE TRUSTEE FOR BEVELUCK NO 2;AUD;1;MATS-001;1x house furniture;2;EA;5605.44;5605.44;;N031001;3093;Order Complete
ttOrder;3093/M00089;3093/M00089;3093/M00089;;Y;N;Y;21/09/2023;cmacdonald;THE078;THE TRUSTEE FOR BEVELUCK NO 2;AUD;1;MATS-001;4x TV;3400;EA;3400;3090.91;;N002191;3093;Order Complete
ttOrder;3093/M00090;3093/M00090;;;;;;;;;THE TRUSTEE FOR BEVELUCK NO 3;;10;MATS-001;450RCP;14.04;M;1614.6;0;;FKDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;THE TRUSTEE FOR BEVELUCK NO 4;;11;MATS-001;375RCP;74.88;M;6886.71;0;;FBDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;THE TRUSTEE FOR BEVELUCK NO 5;;12;MATS-001;357RCP;28.08;M;2582.52;0;;GUDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;THE TRUSTEE FOR BEVELUCK NO 6;;13;MATS-001;450RCP;9.36;M;1076.4;0;;1QDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;THE TRUSTEE FOR BEVELUCK NO 7;;14;MATS-001;600RCP;42.12;M;7783.78;0;;FODR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;THE TRUSTEE FOR BEVELUCK NO 8;;15;MATS-001;450RCP;11.7;M;1345.5;0;;FMDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;THE TRUSTEE FOR BEVELUCK NO 9;;16;MATS-001;450RCP;9.36;M;1076.4;0;;FADR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;THE TRUSTEE FOR BEVELUCK NO 10;;17;MATS-001;Delivery Included In the rates;0;EA;0;0;;GEDR050;;
ttOrder;3093/M00090;3093/M00090;3093/M00090;;Y;N;Y;21/09/2023;bstormon;REIN05;Reinforced Concrete Pipes Aus;AUD;1;MATS-001;375RCP;30.42;M;2797.73;0;;GEDR050;3093;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;Reinforced Concrete Pipes Aus;;2;MATS-001;1200RCP Precast;14.04;M;9001.75;0;;FWDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;Reinforced Concrete Pipes Aus;;3;MATS-001;1050RCP Precast;28.08;EA;14195.84;0;;FWDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;Reinforced Concrete Pipes Aus;;4;MATS-001;375RCP;9.36;M;860.84;0;;FHDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;Reinforced Concrete Pipes Aus;;5;MATS-001;750RCP (CH930) (number of pipes required x;37.44;M;11587.68;0;;FQDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;Reinforced Concrete Pipes Aus;;6;MATS-001;900RCP;35.1;M;0;0;;FEDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;Reinforced Concrete Pipes Aus;;7;MATS-001;375RCP;23.4;M;2152.1;0;;FNDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;Reinforced Concrete Pipes Aus;;8;MATS-001;450RCP;14.04;M;1614.6;0;;FNDR050;;
ttOrder;3093/M00090;3093/M00090;;;;;;;;;Reinforced Concrete Pipes Aus;;9;MATS-001;375RCP;11.7;M;1076.05;0;;FTDR050;;
ttOrder;3093/M00091;3093/M00091;3093/M00091;;Y;N;Y;21/09/2023;cmacdonald;MED002;Mediaform Pty Ltd;AUD;1;MATS-001;Monitors;9;EA;1519.2;1519.2;;N002191;3093;
ttOrder;3093/M00091;3093/M00091;;;;;;;;;Mediaform Pty Ltd;;2;MATS-001;Docks;6;EA;1320;0;;N002191;;
ttOrder;3093/M00091;3093/M00091;;;;;;;;;Mediaform Pty Ltd;;3;MATS-001;Meetup camera;2;EA;2736;0;;N002191;;
ttOrder;3093/M00092;3093/M00092;3093/M00092;;Y;N;Y;21/09/2023;cmacdonald;EUR006;Europcar VIC;AUD;1;MATS-001;Rental car;1389.55;EA;1389.55;1389.55;;N002110;3093;Order Complete
ttOrder;3093/M00093;3093/M00093;3093/M00093;;Y;N;Y;22/09/2023;cmacdonald;MYC001;MyCar Tyre and Auto;AUD;1;MATS-001;Tire repair;500;EA;500;31.8;;N002110;3093;
ttOrder;3093/M00094;3093/M00094;3093/M00094;;Y;N;Y;25/09/2023;bstormon;REA001;Reali Supply;AUD;1;MATS-001;Cotton Drill Cargo Pants - Navy;3;EA;93.63;93.63;;N003001;3093;Order Complete
ttOrder;3093/M00094;3093/M00094;;;;;;;;;Reali Supply;;2;MATS-001;Men's Lightweight Taped Two Tone Long Sleeve Shirt - Yellow/Navy;5;EA;168.65;168.65;;N003001;;
ttOrder;3093/M00094;3093/M00094;;;;;;;;;Reali Supply;;3;MATS-001;Vented Hard Hat Type 1 with Georgiou Pad Print;1;EA;13.82;13.82;;N003001;;
ttOrder;3093/M00094;3093/M00094;;;;;;;;;Reali Supply;;4;MATS-001;Hi Vis Soft Shell Jacket with 3M Tape;1;EA;80.75;80.72;;N003001;;
ttOrder;3093/M00095;3093/M00095;3093/M00095;;Y;N;Y;26/09/2023;bstormon;PRE021;PRECISION SERVICE LOCATING PT;AUD;1;MATS-001;VAC truck 3.5>6KL;560;EA;112000;0;;EYDR005;3093;
ttOrder;3093/M00095;3093/M00095;;;;;;;;;PRECISION SERVICE LOCATING PT;;2;MATS-001;VAC truck 6Kl;200;EA;43000;0;;EYDR005;;
ttOrder;3093/M00095;3093/M00095;;;;;;;;;PRECISION SERVICE LOCATING PT;;3;MATS-001;Service Locator;280;EA;43400;0;;EYDR005;;
ttOrder;3093/M00095;3093/M00095;;;;;;;;;PRECISION SERVICE LOCATING PT;;4;MATS-001;VAC truck Tip Fees;280;EA;5600;0;;EYDR005;;
ttOrder;3093/M00095;3093/M00095;;;;;;;;;PRECISION SERVICE LOCATING PT;;5;MATS-001;Additional labour;200;EA;22000;0;;EYDR005;;
ttOrder;3093/M00095;3093/M00095;;;;;;;;;PRECISION SERVICE LOCATING PT;;6;MATS-001;Admin Fee;1000;EA;1000;0;;EYDR005;;
ttOrder;3093/M00096;3093/M00096;3093/M00096;V001;Y;N;Y;11/10/2023;bstormon;JAS002;Jasmond Transport Pty Ltd;AUD;1;PLAN-001;Tandems (13 tonne);0;HR;0;0;;FBDR051;3093;
ttOrder;3093/M00096;3093/M00096;;;;;;;;;Jasmond Transport Pty Ltd;;2;PLAN-001;Twin Steers (18 tonne);160.25;HR;20832.5;20832.5;;FBDR051;;
ttOrder;3093/M00096;3093/M00096;;;;;;;;;Jasmond Transport Pty Ltd;;3;PLAN-001;Truck and Dogs (29 tonne);0;HR;0;0;;FBDR051;;
ttOrder;3093/M00096;3093/M00096;;;;;;;;;Jasmond Transport Pty Ltd;;4;PLAN-001;Truck and Dogs (33 tonne);0;HR;0;0;;FBDR051;;
ttOrder;3093/M00096;3093/M00096;;;;;;;;;Jasmond Transport Pty Ltd;;5;PLAN-001;Truck and PBS Dogs (38 tonne);0;HR;0;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;3093/M00097;;Y;N;Y;26/09/2023;bstormon;CIV014;Civilmart;AUD;1;MATS-001;Old Homebush Road;4;EA;2436;0;;FBDR051;3093;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;2;MATS-001;Meringandan Shirley Road;2;EA;4900;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;3;MATS-001;Eric Road;2;EA;1218;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;4;MATS-001;Gowrie Little Placeain;4;EA;2436;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;5;MATS-001;450RCP Precast Headwall (CH10);2;EA;1384;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;6;MATS-001;Linora Drive;2;EA;1218;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;7;MATS-001;Glencoe Yalangur Road;2;EA;1384;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;8;MATS-001;Kingsthorpe Silverleigh;2;EA;1384;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;9;MATS-001;Gowrie Lilyvale Road;2;EA;1384;0;;FBDR051;;
ttOrder;3093/M00097;3093/M00097;;;;;;;;;Civilmart;;10;MATS-001;Bischoffs Road;2;EA;1384;0;;FBDR051;;
ttOrder;3093/M00098;3093/M00098;3093/M00098;;Y;N;Y;26/09/2023;bstormon;MOT004;Mottley Civil Pty Ltd;AUD;1;MATS-001;Grader;546.69;EA;117538.35;0;;1LPV011;3093;
ttOrder;3093/M00098;3093/M00098;;;;;;;;;Mottley Civil Pty Ltd;;2;MATS-001;Roller - Smooth drum or pad foot - 12 ton;446.89;EA;49157.46;0;;1LPV011;;
ttOrder;3093/M00098;3093/M00098;;;;;;;;;Mottley Civil Pty Ltd;;3;MATS-001;Roller - multi tyre - 18-20 ton;744.81;EA;81929.1;0;;1LPV011;;
ttOrder;3093/M00098;3093/M00098;;;;;;;;;Mottley Civil Pty Ltd;;4;MATS-001;Truck - Semi Side Tipper - 22-24 payload;1087.81;EA;201244.67;0;;1LPV011;;
ttOrder;3093/M00098;3093/M00098;;;;;;;;;Mottley Civil Pty Ltd;;5;MATS-001;Water cart - rigid - 10-12 KL;356.88;EA;44610;0;;1LPV011;;
ttOrder;3093/M00098;3093/M00098;;;;;;;;;Mottley Civil Pty Ltd;;6;MATS-001;General Labour;500;EA;32500;0;;1LPV011;;
ttOrder;3093/M00098;3093/M00098;;;;;;;;;Mottley Civil Pty Ltd;;7;MATS-001;23T Loader;192.77;EA;32771.67;0;;1LPV011;;
ttOrder;3093/M00099;3093/M00099;3093/M00099;;Y;N;Y;26/09/2023;ajeffery;EUR003;Europcar WA;AUD;1;MATS-001;Hire dual cab 4x4 while V442 is repaired;1;EA;600;0;;N002110;3093;Order Complete
ttOrder;3093/M00101;3093/M00101;3093/M00101;;Y;N;Y;27/09/2023;cmacdonald;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;Safety Flags - BLUE Bunting - 30m;17;EA;259.6;259.6;;N003001;3093;Order Complete
ttOrder;3093/M00101;3093/M00101;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;DYMARK Spray and Mark Layout Paint;48;EA;318.73;318.73;;N003001;;
ttOrder;3093/M00101;3093/M00101;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;Flagging Tape 25mm x 100m - Pink;10;EA;63.83;63.83;;N003001;;
ttOrder;3093/M00101;3093/M00101;;;;;;;;;Tradeline Site Solutions;;4;MATS-001;Flagging Tape 25mm x 100m - Blue;10;EA;63.83;63.83;;N003001;;
ttOrder;3093/M00101;3093/M00101;;;;;;;;;Tradeline Site Solutions;;5;MATS-001;Delivery - Regional;1;EA;32.9;32.9;;N003001;;
ttOrder;3093/M00102;3093/M00102;3093/M00102;;Y;N;Y;27/09/2023;cmacdonald;RED001;Red Leaf Projects Pty Ltd;AUD;1;LABR-001;Fauna Spotter catcher;20;HR;2500;0;;N001903;3093;
ttOrder;3093/M00102;3093/M00102;;;;;;;;;Red Leaf Projects Pty Ltd;;2;LABR-001;Reporting (pre-clearance  certification/post;20;HR;2500;0;;N001903;;
ttOrder;3093/M00102;3093/M00102;;;;;;;;;Red Leaf Projects Pty Ltd;;3;PLAN-001;Vehicle – from nearest Redleaf Office;150;KM;187.5;0;;N001903;;
ttOrder;3093/M00102;3093/M00102;;;;;;;;;Red Leaf Projects Pty Ltd;;4;LABR-001;Flora survey for invasive species within;10;HR;1700;0;;N001903;;
ttOrder;3093/M00103;3093/M00103;3093/M00103;;Y;N;Y;27/09/2023;bstormon;DSWO01;DS Workwear;AUD;1;MATS-001;Cool L/weight C/drill Pant Navy 94L;5;EA;114.75;114.75;;N003001;3093;Order Complete
ttOrder;3093/M00103;3093/M00103;;;;;;;;;DS Workwear;;2;MATS-001;Bisley Softshell Jacket Hi Vis Y/N Taped XL;1;EA;60.62;60.62;;N003001;;
ttOrder;3093/M00103;3093/M00103;;;;;;;;;DS Workwear;;3;MATS-001;Canvas Sun Hat Navy C/w Flap/Toggle Lge;20;EA;162.8;162.73;;N003001;;
ttOrder;3093/M00103;3093/M00103;;;;;;;;;DS Workwear;;4;MATS-001;Embroidery;1;EA;4.14;4.13;;N003001;;
ttOrder;3093/M00103;3093/M00103;;;;;;;;;DS Workwear;;5;MATS-001;Delivery;1;EA;25;25;;N003001;;
ttOrder;3093/M00104;3093/M00104;3093/M00104;;Y;N;Y;27/09/2023;cmacdonald;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;Safety Sign 1200 x 900mm Coreflute - Reverse;10;EA;800;800;;N003001;3093;Order Complete
ttOrder;3093/M00104;3093/M00104;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;Permanent Marker - Bullet Point - Black;60;EA;237.76;237.76;;N003001;;
ttOrder;3093/M00104;3093/M00104;;;;;;;;;Tradeline Site Solutions;;3;MATS-001;Dy-Mark iFine Permanent Marker Pen - Black;50;EA;186.35;186.35;;N003001;;
ttOrder;3093/M00104;3093/M00104;;;;;;;;;Tradeline Site Solutions;;4;MATS-001;Delivery - Regional;1;EA;32.9;32.9;;N003001;;
ttOrder;3093/M00105;3093/M00105;3093/M00105;;Y;N;Y;27/09/2023;cmacdonald;ALCO01;Alcolizer Technology;AUD;1;MATS-001;HH3 Alcohol Tester (AS3547:2019) 12 Month Cal;6;EA;4412.25;4412.25;;N003001;3093;Order Complete
ttOrder;3093/M00105;3093/M00105;;;;;;;;;Alcolizer Technology;;2;MATS-001;StarTrack 5KG Box Delivery;1;EA;35;35;;N003001;;
ttOrder;3093/M00106;3093/M00106;3093/M00106;V001;Y;N;Y;09/10/2023;bstormon;DOV001;Dove Hygiene Pty Ltd;AUD;1;MATS-001;2x sanitary bins;12;EA;600;600;;N002101;3093;
ttOrder;3093/M00106;3093/M00106;;;;;;;;;Dove Hygiene Pty Ltd;;2;MATS-001;2x Sanitary Bins;11;EA;6600;0;;N002101;;
ttOrder;3093/M00107;3093/M00107;3093/M00107;;Y;N;Y;28/09/2023;bstormon;TRAD10;Tradeline Site Solutions;AUD;1;MATS-001;Custom Design Sign A2 (420 x 594m) Corflute;20;EA;412;412;;N002101;3093;Order Complete
ttOrder;3093/M00107;3093/M00107;;;;;;;;;Tradeline Site Solutions;;2;MATS-001;Delivery - Regional;1;EA;32.9;32.9;;N002101;;
ttOrder;3093/M00108;3093/M00108;3093/M00108;;Y;N;Y;28/09/2023;bstormon;WORM04;Wormald Fire Systems;AUD;1;MATS-001;PORTABLE FIRE EQUIPMENT SUPPLY AND INSTALL;1;EA;1803;0;;N003001;3093;
ttOrder;3093/M00108;3093/M00108;;;;;;;;;Wormald Fire Systems;;2;MATS-001;DEPOT AND VEHICLE SPILL KITS SUPPLIED;1;EA;1092.13;0;;N003001;;
ttOrder;3093/M00108;3093/M00108;;;;;;;;;Wormald Fire Systems;;3;MATS-001;EVACUATION DIAGRAMS SUPPLIED AND INSTALLED;1;EA;1020;0;;N003001;;
ttOrder;3093/M00108;3093/M00108;;;;;;;;;Wormald Fire Systems;;4;MATS-001;EXIT SIGNAGE  EMERGENCY ASSEMBLY POINT SIGN;1;EA;178.61;0;;N003001;;
ttOrder;3093/M00109;3093/M00109;3093/M00109;;Y;N;Y;29/09/2023;bstormon;JIM011;Jim's Cleaning (Toowoomba Eas;AUD;1;MATS-001;First clean of the site office;1;EA;898.18;898.18;;N002101;3093;Order Complete
ttOrder;3093/M00109;3093/M00109;;;;;;;;;Jim's Cleaning (Toowoomba Eas;;2;MATS-001;7 days of cleaning;1;EA;859.09;859.09;;N002101;;
ttOrder;3093/M00110;3093/M00110;3093/M00110;;Y;N;Y;01/08/2023;bstormon;PROT06;Protech Personnel - QLD;AUD;1;MATS-001;CW3 Civil Labourer @ Ordinary Time;2500;HRS;129075;23708.5;;N001020;3093;
ttOrder;3093/M00110;3093/M00110;;;;;;;;;Protech Personnel - QLD;;2;MATS-001;CW3 Civil Labourer @ 1.5;1000;HRS;65480;5886.64;;N001020;;
